Bill_No,Acct_No,Bill_Date,Due_Date,B_Status,MR_Sys_No,Due_Penalty,Penalized,B_Code,Receivable,Collected
10255322,311201250,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338991,46.75,TRUE,10,46.75,0
10255492,311201260,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338992,53.5,TRUE,3,3476.45,0
10255492,311201260,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338992,53.5,TRUE,7,535,0
10255492,311201260,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338992,53.5,TRUE,10,53.5,0
10255319,311201290,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338993,144.7,FALSE,7,1447,1447
10255325,311201320,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338994,33.4,FALSE,7,333.75,317.07
10255326,311201340,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338995,20,FALSE,7,200,200
10255327,311201360,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338996,38.75,FALSE,7,387.25,367.89
10255328,311201370,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338997,25.35,FALSE,7,253.5,253.5
10255329,311201380,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338998,63.65,TRUE,7,636.25,601.23
10255329,311201380,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338998,63.65,TRUE,10,63.65,63.65
10255330,311201390,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338999,53.5,TRUE,7,535,0
10255330,311201390,10/03/18 12:00 AM,10/18/18 12:00 AM,2,338999,53.5,TRUE,10,53.5,0
10255331,311201420,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339000,92.8,FALSE,3,8856.6,200
10255331,311201420,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339000,92.8,FALSE,7,928,0
10255652,311201430,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339001,41.4,FALSE,7,414,393.3
10255534,311201450,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339002,41.4,TRUE,7,414,0
10255534,311201450,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339002,41.4,TRUE,10,41.4,0
10255332,311201460,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339003,50.15,FALSE,7,501.25,476.19
10255333,311201480,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339004,20,FALSE,7,200,190
10255334,311201490,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339005,50.15,TRUE,3,662.75,0
10255334,311201490,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339005,50.15,TRUE,7,501.25,0
10255334,311201490,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339005,50.15,TRUE,10,50.15,0
10255335,311201500,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339006,149.35,TRUE,7,1493.4,0
10255335,311201500,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339006,149.35,TRUE,10,149.35,0
10255336,311201520,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339007,20,TRUE,3,440,0
10255336,311201520,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339007,20,TRUE,7,200,0
10255336,311201520,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339007,20,TRUE,10,20,0
10255337,311201530,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339008,80.5,FALSE,7,805,805
10255339,311201560,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339009,44.1,TRUE,7,440.75,0
10255339,311201560,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339009,44.1,TRUE,10,44.1,0
10255340,311201570,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339010,63.65,FALSE,7,636.25,636.25
10255508,311201571,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339011,41.4,TRUE,3,551.4,0
10255508,311201571,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339011,41.4,TRUE,7,414,0
10255508,311201571,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339011,41.4,TRUE,10,41.4,0
10255344,311201580,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339012,30.7,FALSE,7,307,307
10255342,311201581,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339013,22.7,TRUE,7,226.75,0
10255342,311201581,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339013,22.7,TRUE,10,22.7,0
10255359,311201590,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339014,30.7,TRUE,7,307,307
10255359,311201590,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339014,30.7,TRUE,10,30.7,30.7
10255345,311201600,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339015,20,TRUE,3,220,0
10255345,311201600,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339015,20,TRUE,7,200,0
10255345,311201600,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339015,20,TRUE,10,20,0
10255371,311201610,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339016,30.7,TRUE,7,307,0
10255371,311201610,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339016,30.7,TRUE,10,30.7,0
10255321,311201630,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339017,25.35,TRUE,3,367.15,367.15
10255321,311201630,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339017,25.35,TRUE,7,253.5,0
10255321,311201630,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339017,25.35,TRUE,10,25.35,0
10255347,311201660,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339018,30.7,TRUE,7,307,0
10255347,311201660,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339018,30.7,TRUE,10,30.7,0
10255348,311201670,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339019,33.4,TRUE,3,278.85,0
10255348,311201670,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339019,33.4,TRUE,7,333.75,0
10255348,311201670,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339019,33.4,TRUE,10,33.4,0
10255349,311201680,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339020,22.7,FALSE,3,292.89,292.89
10255349,311201680,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339020,22.7,FALSE,7,226.75,215.41
10255351,311201700,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339021,20,FALSE,7,200,200
10256234,311201701,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339896,33.4,FALSE,7,333.75,333.75
10255352,311201710,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339022,20,TRUE,7,200,0
10255352,311201710,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339022,20,TRUE,10,20,0
10255353,311201730,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339023,20,TRUE,3,220,0
10255353,311201730,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339023,20,TRUE,7,200,0
10255353,311201730,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339023,20,TRUE,10,20,0
10255355,311201740,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339024,38.75,TRUE,7,387.25,0
10255355,311201740,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339024,38.75,TRUE,10,38.75,0
10255357,311201741,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339025,36.05,FALSE,7,360.5,342.48
10255358,311201742,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339026,317.25,FALSE,7,3172.4,3172.4
10255356,311201750,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339027,20,TRUE,3,220,0
10255356,311201750,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339027,20,TRUE,7,200,0
10255356,311201750,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339027,20,TRUE,10,20,0
10255360,311201790,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339028,20,TRUE,7,200,200
10255360,311201790,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339028,20,TRUE,10,20,20
10255361,311201800,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339029,38.75,FALSE,7,387.25,387.25
10255362,311201820,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339030,20,TRUE,7,200,200
10255362,311201820,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339030,20,TRUE,10,20,20
10255363,311201830,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339031,25.35,TRUE,3,699.9,699.9
10255363,311201830,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339031,25.35,TRUE,7,253.5,0
10255363,311201830,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339031,25.35,TRUE,10,25.35,0
10255364,311201880,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339032,20,TRUE,7,200,200
10255364,311201880,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339032,20,TRUE,10,20,20
10255365,311201910,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339033,36.05,FALSE,7,360.5,360.5
10256907,311201930,10/06/18 12:00 AM,10/21/18 12:00 AM,2,340477,92.8,FALSE,7,928,928
10255368,311201950,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339034,20,FALSE,7,200,200
10255369,311201970,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339035,154,FALSE,7,1539.8,1539.8
10255373,311202010,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339036,63.65,TRUE,3,1156.1,1156.1
10255373,311202010,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339036,63.65,TRUE,7,670,0
10255373,311202010,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339036,63.65,TRUE,10,63.65,0
10255374,311202030,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339037,101,TRUE,3,1336.5,1336.5
10255374,311202030,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339037,101,TRUE,7,1010,0
10255374,311202030,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339037,101,TRUE,10,101,0
10255375,311202050,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339322,20,FALSE,7,200,200
10255376,311202060,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339038,30.7,FALSE,7,307,307
10255377,311202070,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339039,20,FALSE,7,200,200
10255350,311202080,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339040,38.75,FALSE,7,387.25,387.25
10255379,311202100,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339041,46.75,FALSE,7,467.5,467.5
10255384,311202140,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339042,38.75,FALSE,7,387.25,387.25
10255385,311202170,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339043,70.4,FALSE,7,703.75,703.75
10255386,311202180,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339044,73.75,FALSE,7,737.5,737.5
10255387,311202210,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339045,70.4,FALSE,7,703.75,668.56
10255421,311202220,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339046,22.7,TRUE,7,226.75,0
10255421,311202220,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339046,22.7,TRUE,10,22.7,0
10255388,311202230,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339047,20,TRUE,7,200,200
10255388,311202230,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339047,20,TRUE,10,20,20
10255389,311202240,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339048,30.7,FALSE,7,307,307
10255600,311202250,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339049,53.5,TRUE,7,535,0
10255600,311202250,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339049,53.5,TRUE,10,53.5,0
10255390,311202260,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339050,22.7,FALSE,7,226.75,226.75
10255393,311202271,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339051,30,FALSE,3,900,0
10255393,311202271,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339051,30,FALSE,7,300,0
10255395,311202280,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339052,989.6,FALSE,3,14235.6,0
10255395,311202280,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339052,989.6,FALSE,7,9895.6,0
10255396,311202330,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339053,20,FALSE,7,200,200
10255397,311202340,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339054,36.05,FALSE,7,360.5,360.5
10255398,311202350,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339055,28.05,TRUE,7,280.25,0
10255398,311202350,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339055,28.05,TRUE,10,28.05,0
10255399,311202360,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339056,20,FALSE,7,200,200
10255402,311202390,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339057,44.1,FALSE,3,440,440
10255402,311202390,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339057,44.1,FALSE,7,440.75,440.75
10255403,311202400,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339319,20,TRUE,7,200,0
10255403,311202400,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339319,20,TRUE,10,20,0
10255407,311202470,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339058,21.55,TRUE,7,226.75,0
10255407,311202470,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339058,21.55,TRUE,10,21.55,0
10255406,311202490,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339059,46.75,FALSE,7,467.5,467.5
10255408,311202500,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339060,36.05,FALSE,7,360.5,360.5
10255409,311202530,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339061,447.2,TRUE,3,10837.9,10837.9
10255409,311202530,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339061,447.2,TRUE,7,4471.6,0
10255409,311202530,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339061,447.2,TRUE,10,447.2,0
10255410,311202540,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339062,50.65,TRUE,3,506.45,506.45
10255410,311202540,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339062,50.65,TRUE,7,660.9,154.45
10255410,311202540,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339062,50.65,TRUE,10,50.65,0
10255411,311202570,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339063,30.7,FALSE,7,307,307
10255412,311202580,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339064,20,FALSE,7,200,200
10255413,311202590,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339065,20,TRUE,3,220,0
10255413,311202590,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339065,20,TRUE,7,200,0
10255413,311202590,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339065,20,TRUE,10,20,0
10255816,311202600,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339326,30.7,TRUE,3,1611.65,0
10255816,311202600,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339326,30.7,TRUE,7,307,0
10255816,311202600,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339326,30.7,TRUE,10,30.7,0
10255414,311202620,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339066,20,TRUE,7,200,0
10255414,311202620,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339066,20,TRUE,10,20,0
10255415,311202630,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339067,20,FALSE,3,355.05,355.05
10255415,311202630,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339067,20,FALSE,7,200,200
10255416,311202640,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339068,60.25,FALSE,3,7083.41,0
10255416,311202640,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339068,60.25,FALSE,7,602.5,0
10255417,311202690,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339069,46.75,FALSE,7,467.5,467.5
10255419,311202700,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339070,20,FALSE,3,220,220
10255419,311202700,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339070,20,FALSE,7,200,200
10255404,311202710,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339071,38.75,FALSE,7,387.25,387.25
10255420,311202720,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339072,29.2,TRUE,3,348.8,348.8
10255420,311202720,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339072,29.2,TRUE,7,307,0
10255420,311202720,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339072,29.2,TRUE,10,29.2,0
10255422,311202730,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339073,36.05,FALSE,7,360.5,360.5
10255423,311202760,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339074,30.7,TRUE,7,307,307
10255423,311202760,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339074,30.7,TRUE,10,30.7,30.7
10255424,311202770,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339075,20,FALSE,7,200,200
10255425,311202820,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339076,41.4,TRUE,7,414,0
10255425,311202820,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339076,41.4,TRUE,10,41.4,0
10255426,311202830,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339077,33.4,TRUE,3,514.25,514.25
10255426,311202830,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339077,33.4,TRUE,7,333.75,0
10255426,311202830,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339077,33.4,TRUE,10,33.4,0
10255428,311202860,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339078,20,TRUE,3,220,220
10255428,311202860,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339078,20,TRUE,7,200,0
10255428,311202860,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339078,20,TRUE,10,20,0
10255427,311202870,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339079,41.4,TRUE,3,455.4,0
10255427,311202870,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339079,41.4,TRUE,7,414,0
10255427,311202870,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339079,41.4,TRUE,10,41.4,0
10255429,311202880,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339080,41.4,TRUE,3,551.4,0
10255429,311202880,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339080,41.4,TRUE,7,414,0
10255429,311202880,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339080,41.4,TRUE,10,41.4,0
10255430,311202890,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339081,133,TRUE,3,826.8,0
10255430,311202890,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339081,133,TRUE,7,1330,0
10255430,311202890,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339081,133,TRUE,10,133,0
10255438,311202900,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339082,46.75,TRUE,7,467.5,0
10255438,311202900,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339082,46.75,TRUE,10,46.75,0
10255452,311202920,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339083,20,TRUE,7,200,0
10255452,311202920,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339083,20,TRUE,10,20,0
10255434,311202930,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339084,163.3,FALSE,7,1632.6,1632.6
10255435,311202940,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339085,88.15,FALSE,7,881.5,881.5
10255437,311202960,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339086,22.7,FALSE,7,226.75,226.75
10255444,311202970,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339087,947.8,FALSE,7,9478,9478
10255439,311202980,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339088,41.4,FALSE,7,414,414
10255440,311202990,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339089,20,FALSE,3,5457,0
10255440,311202990,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339089,20,FALSE,7,200,0
10256580,311202991,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339897,44.1,TRUE,3,662.75,0
10256580,311202991,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339897,44.1,TRUE,7,440.75,0
10256580,311202991,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339897,44.1,TRUE,10,44.1,0
10255448,311202992,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339090,28.05,FALSE,7,280.25,266.24
10255446,311203000,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339091,20,FALSE,3,249.45,249.45
10255446,311203000,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339091,20,FALSE,7,200,200
10255447,311203001,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339092,22.7,FALSE,7,226.75,226.75
10255445,311203010,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339093,25.35,TRUE,7,253.5,0
10255445,311203010,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339093,25.35,TRUE,10,25.35,0
10255442,311203020,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339094,28.05,FALSE,7,280.25,280.25
10255443,311203030,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339095,307.5,FALSE,3,47596,15000
10255443,311203030,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339095,307.5,FALSE,7,3074.8,0
10255456,311203070,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339096,25.35,TRUE,7,253.5,0
10255456,311203070,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339096,25.35,TRUE,10,25.35,0
10255455,311203080,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339097,44.1,FALSE,7,440.75,440.75
10255457,311203110,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339098,44.1,FALSE,3,836,836
10255457,311203110,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339098,44.1,FALSE,7,440.75,440.75
10255433,311203120,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339099,38.75,FALSE,7,387.25,387.25
10255458,311203150,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339100,34.05,FALSE,7,340.1,340.1
10255459,311203190,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339101,20,FALSE,3,1971.15,1000
10255459,311203190,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339101,20,FALSE,7,200,0
10255460,311203200,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339102,20,FALSE,7,200,200
10255461,311203220,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339103,28.05,TRUE,7,280.25,0
10255461,311203220,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339103,28.05,TRUE,10,28.05,0
10255462,311203270,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339104,21.55,TRUE,3,235.65,0
10255462,311203270,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339104,21.55,TRUE,7,226.75,0
10255462,311203270,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339104,21.55,TRUE,10,21.55,0
10255506,311203282,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339105,60.25,FALSE,7,602.5,602.5
10255468,311203290,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339106,109.2,FALSE,7,1092,1092
10255470,311203300,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339107,20,FALSE,7,200,200
10255476,311203340,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339108,22.7,TRUE,3,1498,0
10255476,311203340,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339108,22.7,TRUE,7,226.75,0
10255476,311203340,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339108,22.7,TRUE,10,22.7,0
10255475,311203350,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339109,25.35,FALSE,7,253.5,253.5
10255474,311203360,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339110,20,TRUE,3,220,0
10255474,311203360,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339110,20,TRUE,7,200,0
10255474,311203360,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339110,20,TRUE,10,20,0
10255380,311203370,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339111,20,FALSE,7,200,200
10255550,311203380,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339112,20,TRUE,3,337.7,0
10255550,311203380,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339112,20,TRUE,7,200,0
10255550,311203380,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339112,20,TRUE,10,20,0
10255525,311203390,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339113,20,TRUE,3,308.3,0
10255525,311203390,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339113,20,TRUE,7,200,0
10255525,311203390,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339113,20,TRUE,10,20,0
10255471,311203400,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339114,30.7,FALSE,3,1081.5,0
10255471,311203400,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339114,30.7,FALSE,7,307,0
10255466,311203404,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339115,44.1,FALSE,7,440.75,440.75
10255486,311203410,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339116,205.05,FALSE,7,2050.2,2050.2
10255487,311203420,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339117,33.4,FALSE,7,333.75,333.75
10255488,311203430,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339118,428.6,TRUE,7,4286,0
10255488,311203430,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339118,428.6,TRUE,10,428.6,0
10255490,311203440,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339119,25.35,TRUE,7,253.5,0
10255490,311203440,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339119,25.35,TRUE,10,25.35,0
10255485,311203450,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339120,177.2,FALSE,7,1771.8,1771.8
10255484,311203460,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339121,101,TRUE,7,1010,1010
10255484,311203460,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339121,101,TRUE,10,101,101
10255493,311203470,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339122,93.65,FALSE,7,936.1,936.1
10255491,311203471,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339123,30.7,FALSE,3,1901.25,1901.25
10255491,311203471,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339123,30.7,FALSE,7,307,307
10256536,311203480,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339898,53.5,TRUE,3,1436.9,0
10256536,311203480,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339898,53.5,TRUE,7,535,0
10256536,311203480,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339898,53.5,TRUE,10,53.5,0
10255480,311203490,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339124,28.05,FALSE,3,1770,0
10255480,311203490,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339124,28.05,FALSE,7,280.25,0
10255483,311203510,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339125,149.35,FALSE,7,1493.4,1493.4
10255481,311203520,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339126,20,TRUE,7,200,0
10255481,311203520,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339126,20,TRUE,10,20,0
10255478,311203540,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339127,73.75,TRUE,3,588.5,0
10255478,311203540,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339127,73.75,TRUE,7,737.5,0
10255478,311203540,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339127,73.75,TRUE,10,73.75,0
